symbol,trade_id,alert_date,level,level_type,dist_pct,alert_price,alert_vol,strike,expiry_date,days_to_expiry,straddle_cost,exit_date,exit_sv,exit_pnl,exit_pnl_pct,exit_reason,days_held,scale_factor,scaled_cost,scaled_exit,scaled_pnl
BBDC4.SA,18,2024-02-20,13.895,support,0.537,13.97,0.0432,13.97,2024-03-15,24,0.14,2024-02-29,0.18,0.05,33.37,20% target,9,7142.857142857142,1000,1285.7142857142856,285.71428571428555
BBDC4.SA,19,2024-03-22,13.895,support,0.466,13.96,0.0099,13.96,2024-04-19,28,0.09,2024-03-26,0.25,0.17,195.36,20% target,4,11111.111111111111,1000,2777.777777777778,1777.7777777777778
BBDC4.SA,20,2024-04-01,13.95,support,1.274,14.13,0.01,14.13,2024-05-17,46,0.14,2024-04-02,0.2,0.06,40.1,20% target,1,7142.857142857142,1000,1428.5714285714284,428.57142857142844
BBDC4.SA,21,2024-04-04,14.74,resistance,1.236,14.56,0.0103,14.56,2024-05-17,43,0.14,2024-04-08,0.18,0.05,34.55,20% target,4,7142.857142857142,1000,1285.7142857142856,285.71428571428555
BBDC4.SA,22,2024-04-15,13.95,support,0.357,14,0.0114,14,2024-05-17,32,0.1,2024-04-18,0.14,0.04,43.47,20% target,3,10000,1000,1400.0000000000002,400.0000000000002
BBDC4.SA,23,2024-04-26,13.95,resistance,0.504,13.88,0.01,13.88,2024-05-17,21,0.06,2024-04-29,0.23,0.17,264.04,20% target,3,16666.666666666668,1000,3833.333333333334,2833.333333333334
BBDC4.SA,24,2024-05-09,13.47,resistance,0.149,13.45,0.0093,13.45,2024-06-21,43,0.13,2024-05-22,0.26,0.14,107.48,20% target,13,7692.307692307692,1000,2000,1000
BBDC4.SA,25,2024-06-06,13.18,resistance,0.996,13.05,0.0113,13.05,2024-07-19,43,0.12,2024-06-12,0.25,0.13,107.57,20% target,6,8333.333333333334,1000,2083.3333333333335,1083.3333333333335
BBDC4.SA,26,2024-08-02,12.8,resistance,1.186,12.65,0.0091,12.65,2024-09-20,49,0.14,2024-08-05,1.09,0.95,704.24,20% target,3,7142.857142857142,1000,7785.714285714285,6785.714285714285
BBDC4.SA,27,2024-08-08,14.32,resistance,0.491,14.25,0.0194,14.25,2024-09-20,43,0.14,2024-08-09,0.48,0.34,242.28,20% target,1,7142.857142857142,1000,3428.571428571428,2428.571428571428
BBDC4.SA,28,2024-08-12,14.88,resistance,1.224,14.7,0.0196,14.7,2024-09-20,39,0.13,2024-08-13,0.3,0.17,126.9,20% target,1,7692.307692307692,1000,2307.6923076923076,1307.6923076923076
BBDC4.SA,29,2024-09-19,14.88,support,0.998,15.03,0.0091,15.03,2024-10-18,29,0.1,2024-09-20,0.19,0.09,97.12,20% target,1,10000,1000,1900,900
BBDC4.SA,30,2024-09-23,14.32,support,0.348,14.37,0.0108,14.37,2024-10-18,25,0.08,2024-09-25,0.14,0.06,79.3,20% target,2,12500,1000,1750.0000000000002,750.0000000000002
BBDC4.SA,31,2024-09-26,14.88,resistance,0.473,14.81,0.0119,14.81,2024-10-18,22,0.07,2024-09-27,0.2,0.12,171.19,20% target,1,14285.714285714284,1000,2857.142857142857,1857.1428571428569
BBDC4.SA,32,2024-10-31,14.26,support,0.765,14.37,0.0142,14.37,2024-11-15,15,0.05,2024-11-01,0.11,0.06,113.78,20% target,1,20000,1000,2200,1200
BBDC4.SA,33,2024-11-28,12.8,resistance,0.313,12.76,0.0158,12.76,2024-12-20,22,0.07,2024-12-02,0.27,0.21,309,20% target,4,14285.714285714284,1000,3857.142857142857,2857.142857142857
BBDC4.SA,34,2024-12-02,12.225,support,1.092,12.36,0.0135,12.36,2025-01-17,46,0.12,2024-12-04,0.2,0.07,59.23,20% target,2,8333.333333333334,1000,1666.666666666667,666.666666666667
BBDC4.SA,35,2024-12-11,12.8,resistance,0.787,12.7,0.0166,12.7,2025-01-17,37,0.11,2024-12-12,0.34,0.23,220.47,20% target,1,9090.90909090909,1000,3090.909090909091,2090.909090909091
BBDC4.SA,36,2024-12-12,12.225,support,0.285,12.26,0.0181,12.26,2025-01-17,36,0.1,2024-12-16,0.27,0.17,170.13,20% target,4,10000,1000,2700,1700
BBDC4.SA,37,2025-02-03,11.89,support,1.491,12.07,0.018,12.07,2025-03-21,46,0.12,2025-02-05,0.36,0.23,185.03,20% target,2,8333.333333333334,1000,3000,2000
BBDC4.SA,38,2025-02-19,11.89,support,0.751,11.98,0.0228,11.98,2025-03-21,30,0.09,2025-02-24,0.28,0.19,211.61,20% target,5,11111.111111111111,1000,3111.1111111111113,2111.1111111111113
BBDC4.SA,39,2025-02-26,11.42,support,1.04,11.54,0.023,11.54,2025-03-21,23,0.07,2025-02-28,0.25,0.17,243.02,20% target,2,14285.714285714284,1000,3571.428571428571,2571.428571428571
BBDC4.SA,40,2025-03-05,11.42,support,0.436,11.47,0.0204,11.47,2025-04-18,44,0.12,2025-03-06,0.19,0.07,61.47,20% target,1,8333.333333333334,1000,1583.3333333333335,583.3333333333335
BBDC4.SA,41,2025-03-19,12.58,resistance,1.37,12.41,0.0159,12.41,2025-04-18,30,0.09,2025-03-21,0.19,0.1,118.54,20% target,2,11111.111111111111,1000,2111.1111111111113,1111.1111111111113
BBDC4.SA,42,2025-03-31,12.58,support,0.71,12.67,0.0149,12.67,2025-04-18,18,0.05,2025-04-01,0.09,0.04,66.57,20% target,1,20000,1000,1800,800
BBDC4.SA,43,2025-04-08,11.89,support,1.082,12.02,0.0165,12.02,2025-05-16,38,0.1,2025-04-09,0.55,0.44,431.57,20% target,1,10000,1000,5500,4500
BBDC4.SA,44,2025-04-09,12.58,resistance,0.882,12.47,0.0182,12.47,2025-05-16,37,0.11,2025-04-11,0.25,0.14,131.46,20% target,2,9090.90909090909,1000,2272.7272727272725,1272.7272727272725
BBDC4.SA,45,2025-04-22,12.58,support,1.178,12.73,0.0154,12.73,2025-05-16,24,0.07,2025-04-23,0.48,0.41,581.44,20% target,1,14285.714285714284,1000,6857.142857142856,5857.142857142856
BBDC4.SA,46,2025-06-30,16.95,resistance,0.713,16.83,0.0137,16.83,2025-07-18,18,0.07,2025-07-02,0.31,0.24,334.82,20% target,2,14285.714285714284,1000,4428.571428571428,3428.5714285714284
BBDC4.SA,47,2025-08-28,16.95,resistance,0.953,16.79,0.0142,16.79,2025-09-19,22,0.09,2025-08-29,0.12,0.03,38.5,20% target,1,11111.111111111111,1000,1333.3333333333333,333.33333333333326
BBDC4.SA,48,2025-10-02,16.95,support,0.819,17.09,0.0139,17.09,2025-11-21,50,0.19,2025-10-15,0.41,0.22,117.87,20% target,13,5263.157894736842,1000,2157.894736842105,1157.894736842105
BBDC4.SA,49,2025-10-20,18.05,resistance,0.222,18.01,0.0117,18.01,2025-11-21,32,0.13,2025-10-24,0.18,0.05,42.07,20% target,4,7692.307692307692,1000,1384.6153846153845,384.6153846153845
BBDC4.SA,50,2025-11-28,19.84,resistance,0.967,19.65,0.0113,19.65,2025-12-19,21,0.09,2025-12-01,0.11,0.02,21.07,20% target,3,11111.111111111111,1000,1222.2222222222222,222.22222222222217
BBDC4.SA,51,2025-12-05,18.05,support,0.386,18.12,0.0195,18.12,2026-01-16,42,0.17,2025-12-08,0.28,0.11,62.79,20% target,3,5882.35294117647,1000,1647.058823529412,647.0588235294119
BBDC4.SA,52,2025-12-17,18.05,support,1.096,18.25,0.0204,18.25,2026-01-16,30,0.13,2025-12-18,0.2,0.06,48.41,20% target,1,7692.307692307692,1000,1538.4615384615386,538.4615384615386
BBDC4.SA,53,2025-12-30,18.05,support,0.77,18.19,0.0195,18.19,2026-01-16,17,0.08,2026-01-02,0.23,0.15,173.87,20% target,3,12500,1000,2875,1875
BBDC4.SA,54,2026-01-13,18.05,support,0.77,18.19,0.0149,18.19,2026-02-20,38,0.15,2026-01-14,0.48,0.32,210.15,20% target,1,6666.666666666667,1000,3200,2200
BBDC4.SA,55,2026-01-20,19.43,resistance,1.356,19.17,0.0142,19.17,2026-02-20,31,0.13,2026-01-21,0.72,0.58,437.73,20% target,1,7692.307692307692,1000,5538.461538461538,4538.461538461538
BBDC4.SA,56,2026-01-21,19.84,resistance,0.405,19.76,0.0155,19.76,2026-02-20,30,0.13,2026-01-22,0.67,0.53,393.38,20% target,1,7692.307692307692,1000,5153.846153846154,4153.846153846154
BBDC4.SA,57,2026-03-05,19.835,resistance,0.025,19.83,0.0209,19.83,2026-04-17,43,0.2,2026-03-10,0.36,0.17,83.57,20% target,5,5000,1000,1800,800
BBDC4.SA,58,2026-03-06,19.43,support,0.614,19.55,0.02,19.55,2026-04-17,42,0.19,2026-03-10,0.64,0.45,238.31,20% target,4,5263.157894736842,1000,3368.4210526315787,2368.4210526315787
BBDC4.SA,59,2026-03-10,19.835,support,0.974,20.03,0.0201,20.03,2026-04-17,38,0.18,2026-03-12,0.48,0.3,170.65,20% target,2,5555.555555555556,1000,2666.6666666666665,1666.6666666666665
BBDC4.SA,60,2026-03-12,19.43,resistance,0.206,19.39,0.0205,19.39,2026-04-17,36,0.17,2026-03-13,0.25,0.09,52.62,20% target,1,5882.35294117647,1000,1470.5882352941176,470.58823529411757
BBDC4.SA,61,2026-03-25,19.43,resistance,0.778,19.28,0.02,19.28,2026-04-17,23,0.11,2026-03-26,0.37,0.25,225.29,20% target,1,9090.90909090909,1000,3363.6363636363635,2363.6363636363635
BBDC4.SA,62,2026-03-31,19.43,resistance,1.356,19.17,0.0199,19.17,2026-04-17,17,0.09,2026-04-01,0.44,0.36,400.46,20% target,1,11111.111111111111,1000,4888.888888888889,3888.8888888888887
BBDC4.SA,63,2026-04-23,19.835,support,0.676,19.97,0.0199,19.97,2026-05-15,22,0.11,2026-04-27,0.16,0.05,44.77,20% target,4,9090.90909090909,1000,1454.5454545454545,454.5454545454545
BBDC4.SA,64,2026-04-28,19.43,support,0.715,19.57,0.0185,19.57,2026-05-15,17,0.09,2026-04-29,0.39,0.3,347.67,20% target,1,11111.111111111111,1000,4333.333333333334,3333.333333333334
BBDC4.SA,65,2026-05-11,18.065,support,0.138,18.09,0.0167,18.09,2026-06-19,39,0.16,2026-05-13,0.29,0.14,84.98,20% target,2,6250,1000,1812.4999999999998,812.4999999999998
ABEV3.SA,1,2023-02-22,13.18,support,0.227,13.21,0.0137,13.21,2023-03-17,23,0.07,2023-02-23,0.1,0.03,49.72,20% target,1,14285.714285714284,1000,1428.5714285714284,428.57142857142844
ABEV3.SA,2,2023-03-02,13.18,resistance,0.381,13.13,0.0142,13.13,2023-04-21,50,0.14,2023-03-06,0.5,0.36,248.39,20% target,4,7142.857142857142,1000,3571.428571428571,2571.428571428571
ABEV3.SA,3,2023-06-09,15.18,resistance,0.264,15.14,0.0105,15.14,2023-07-21,42,0.14,2023-06-13,0.26,0.12,84.01,20% target,4,7142.857142857142,1000,1857.142857142857,857.1428571428571
ABEV3.SA,4,2023-07-03,15.6,resistance,1.233,15.41,0.0102,15.41,2023-08-18,46,0.15,2023-07-06,0.44,0.28,181.53,20% target,3,6666.666666666667,1000,2933.3333333333335,1933.3333333333335
ABEV3.SA,5,2023-07-04,15.18,resistance,0.264,15.14,0.0111,15.14,2023-08-18,45,0.15,2023-07-05,0.22,0.07,44.68,20% target,1,6666.666666666667,1000,1466.6666666666667,466.66666666666674
ABEV3.SA,6,2023-07-21,15.18,support,0.784,15.3,0.0132,15.3,2023-08-18,28,0.1,2023-07-25,0.19,0.09,98.16,20% target,4,10000,1000,1900,900
ABEV3.SA,7,2023-08-03,14.47,support,1.094,14.63,0.014,14.63,2023-09-15,43,0.14,2023-08-04,0.21,0.08,54.5,20% target,1,7142.857142857142,1000,1499.9999999999998,499.9999999999998
ABEV3.SA,8,2023-09-20,13.67,resistance,1.485,13.47,0.0107,13.47,2023-10-20,30,0.09,2023-09-21,0.14,0.06,62.98,20% target,1,11111.111111111111,1000,1555.5555555555557,555.5555555555557
ABEV3.SA,9,2023-11-03,13.36,resistance,0.527,13.29,0.0173,13.29,2023-12-15,42,0.13,2023-11-06,0.33,0.21,164.98,20% target,3,7692.307692307692,1000,2538.4615384615386,1538.4615384615386
ABEV3.SA,10,2023-11-07,13.67,resistance,0.737,13.57,0.016,13.57,2023-12-15,38,0.12,2023-11-14,0.22,0.11,91.86,20% target,7,8333.333333333334,1000,1833.3333333333335,833.3333333333335
ABEV3.SA,11,2023-11-09,13.36,support,0.373,13.41,0.0161,13.41,2023-12-15,36,0.11,2023-11-14,0.38,0.27,249.85,20% target,5,9090.90909090909,1000,3454.545454545454,2454.545454545454
ABEV3.SA,12,2023-11-14,13.67,support,0.219,13.7,0.0157,13.7,2023-12-15,31,0.1,2023-11-21,0.19,0.09,94.83,20% target,7,10000,1000,1900,900
ABEV3.SA,13,2023-11-21,13.36,support,0.595,13.44,0.0145,13.44,2023-12-15,24,0.07,2023-11-22,0.2,0.12,166.82,20% target,1,14285.714285714284,1000,2857.142857142857,1857.1428571428569
ABEV3.SA,14,2023-11-22,13.67,resistance,0.737,13.57,0.0145,13.57,2023-12-15,23,0.07,2023-11-24,0.12,0.05,63.77,20% target,2,14285.714285714284,1000,1714.285714285714,714.285714285714
ABEV3.SA,15,2023-11-24,13.36,support,0.224,13.39,0.0148,13.39,2023-12-15,21,0.07,2023-11-27,0.24,0.18,268.49,20% target,3,14285.714285714284,1000,3428.571428571428,2428.571428571428
ABEV3.SA,16,2023-11-27,13.735,resistance,1.141,13.58,0.0148,13.58,2023-12-15,18,0.06,2023-11-28,0.12,0.06,106.2,20% target,1,16666.666666666668,1000,2000,1000
ABEV3.SA,17,2023-11-29,13.36,resistance,0.451,13.3,0.0146,13.3,2023-12-15,16,0.05,2023-11-30,0.43,0.38,739.19,20% target,1,20000,1000,8600,7600
ABEV3.SA,18,2023-11-30,13.735,resistance,0.329,13.69,0.0134,13.69,2023-12-15,15,0.05,2023-12-01,0.54,0.49,994.24,20% target,1,20000,1000,10800,9800
ABEV3.SA,19,2023-12-08,14.47,resistance,1.118,14.31,0.0144,14.31,2024-01-19,42,0.13,2023-12-13,0.51,0.37,280.87,20% target,5,7692.307692307692,1000,3923.0769230769233,2923.0769230769233
ABEV3.SA,20,2024-01-16,13.305,support,0.337,13.35,0.0167,13.35,2024-02-16,31,0.1,2024-01-17,0.17,0.07,76.09,20% target,1,10000,1000,1700.0000000000002,700.0000000000002
ABEV3.SA,21,2024-02-06,13.305,resistance,0.567,13.23,0.0078,13.23,2024-03-15,38,0.11,2024-02-08,0.18,0.07,60.4,20% target,2,9090.90909090909,1000,1636.3636363636363,636.3636363636363
ABEV3.SA,22,2024-02-27,13.305,support,0.038,13.31,0.0087,13.31,2024-03-15,17,0.05,2024-02-28,0.19,0.14,273.58,20% target,1,20000,1000,3800,2800
ABEV3.SA,23,2024-03-01,12.28,support,1.286,12.44,0.0174,12.44,2024-04-19,49,0.14,2024-03-04,0.17,0.03,21.92,20% target,3,7142.857142857142,1000,1214.2857142857142,214.28571428571422
ABEV3.SA,24,2024-03-22,12.29,support,0.967,12.41,0.0185,12.41,2024-04-19,28,0.08,2024-03-25,0.11,0.03,36.63,20% target,3,12500,1000,1375,375
ABEV3.SA,25,2024-04-30,12.3,resistance,1.235,12.15,0.0101,12.15,2024-05-17,17,0.05,2024-05-02,0.31,0.27,577.33,20% target,2,20000,1000,6200,5200
ABEV3.SA,26,2024-05-07,12.7,resistance,0.794,12.6,0.0094,12.6,2024-06-21,45,0.12,2024-05-08,0.31,0.19,149.86,20% target,1,8333.333333333334,1000,2583.3333333333335,1583.3333333333335
ABEV3.SA,27,2024-05-08,12.3,resistance,1.068,12.17,0.0119,12.17,2024-06-21,44,0.12,2024-05-15,0.24,0.12,103.44,20% target,7,8333.333333333334,1000,2000,1000
ABEV3.SA,28,2024-05-14,12.3,resistance,1.151,12.16,0.011,12.16,2024-06-21,38,0.1,2024-05-15,0.25,0.15,145.45,20% target,1,10000,1000,2500,1500
ABEV3.SA,29,2024-06-04,11.83,resistance,1.198,11.69,0.012,11.69,2024-07-19,45,0.12,2024-06-06,0.24,0.12,108.32,20% target,2,8333.333333333334,1000,2000,1000
ABEV3.SA,30,2024-07-16,11.83,resistance,1.111,11.7,0.0064,11.7,2024-08-16,31,0.08,2024-07-17,0.2,0.12,148.25,20% target,1,12500,1000,2500,1500
ABEV3.SA,31,2024-08-07,12.665,resistance,1.239,12.51,0.0118,12.51,2024-09-20,44,0.12,2024-08-13,0.16,0.04,36.05,20% target,6,8333.333333333334,1000,1333.3333333333335,333.3333333333335
ABEV3.SA,32,2024-08-08,12.3,support,0.485,12.36,0.0122,12.36,2024-09-20,43,0.12,2024-08-09,0.2,0.09,74.64,20% target,1,8333.333333333334,1000,1666.666666666667,666.666666666667
ABEV3.SA,33,2024-08-13,12.665,resistance,0.756,12.57,0.0126,12.57,2024-09-20,38,0.1,2024-08-15,0.56,0.45,432.19,20% target,2,10000,1000,5600.000000000001,4600.000000000001
ABEV3.SA,34,2024-09-03,12.665,support,1.055,12.8,0.0135,12.8,2024-10-18,45,0.13,2024-09-04,0.31,0.19,147.41,20% target,1,7692.307692307692,1000,2384.6153846153848,1384.6153846153848
ABEV3.SA,35,2024-09-10,13.4,resistance,1.208,13.24,0.0098,13.24,2024-10-18,38,0.11,2024-09-12,0.23,0.12,105.53,20% target,2,9090.90909090909,1000,2090.909090909091,1090.909090909091
ABEV3.SA,36,2024-09-20,12.665,support,0.745,12.76,0.0087,12.76,2024-10-18,28,0.08,2024-09-26,0.14,0.06,80.86,20% target,6,12500,1000,1750.0000000000002,750.0000000000002
ABEV3.SA,37,2024-10-03,13.36,support,0.299,13.4,0.0137,13.4,2024-11-15,43,0.13,2024-10-08,0.21,0.08,64.75,20% target,5,7692.307692307692,1000,1615.3846153846152,615.3846153846152
ABEV3.SA,38,2024-10-21,12.65,support,1.403,12.83,0.0129,12.83,2024-11-15,25,0.07,2024-10-28,0.11,0.04,53.53,20% target,7,14285.714285714284,1000,1571.4285714285713,571.4285714285713
ABEV3.SA,39,2024-10-31,12.65,resistance,0.079,12.64,0.0081,12.64,2024-11-15,15,0.04,2024-11-04,0.16,0.11,274.76,20% target,4,25000,1000,4000,3000
ABEV3.SA,40,2024-11-21,12.26,support,1.049,12.39,0.0108,12.39,2024-12-20,29,0.08,2024-11-22,0.37,0.29,363.07,20% target,1,12500,1000,4625,3625
ABEV3.SA,41,2024-11-22,12.675,support,0.039,12.68,0.0121,12.68,2024-12-20,28,0.08,2024-11-28,0.22,0.14,178.36,20% target,6,12500,1000,2750,1750
ABEV3.SA,42,2024-11-28,12.26,support,1.129,12.4,0.012,12.4,2024-12-20,22,0.06,2024-11-29,0.39,0.33,532.25,20% target,1,16666.666666666668,1000,6500.000000000001,5500.000000000001
ABEV3.SA,43,2024-11-29,12.675,support,0.432,12.73,0.0136,12.73,2024-12-20,21,0.06,2024-12-02,0.65,0.59,954.8,20% target,3,16666.666666666668,1000,10833.333333333334,9833.333333333334
ABEV3.SA,44,2024-12-03,13.85,resistance,0,13.85,0.0178,13.85,2025-01-17,45,0.14,2024-12-04,0.21,0.07,52.19,20% target,1,7142.857142857142,1000,1499.9999999999998,499.9999999999998
ABEV3.SA,45,2024-12-11,13.85,resistance,0.362,13.8,0.0202,13.8,2025-01-17,37,0.12,2024-12-12,0.59,0.47,392.28,20% target,1,8333.333333333334,1000,4916.666666666667,3916.666666666667
ABEV3.SA,46,2024-12-16,12.675,support,1.285,12.84,0.0241,12.84,2025-01-17,32,0.11,2024-12-17,0.35,0.24,228.99,20% target,1,9090.90909090909,1000,3181.8181818181815,2181.8181818181815
ABEV3.SA,47,2024-12-20,12.255,resistance,0.204,12.23,0.0263,12.23,2025-01-17,28,0.09,2024-12-30,0.44,0.35,366.78,20% target,10,11111.111111111111,1000,4888.888888888889,3888.8888888888887
ABEV3.SA,48,2025-01-02,11.51,support,0.776,11.6,0.0259,11.6,2025-02-21,50,0.14,2025-01-06,0.19,0.05,38.33,20% target,4,7142.857142857142,1000,1357.142857142857,357.1428571428571
ABEV3.SA,49,2025-01-15,11.51,resistance,1.054,11.39,0.0167,11.39,2025-02-21,37,0.1,2025-01-16,0.22,0.13,131.24,20% target,1,10000,1000,2200,1200
ABEV3.SA,50,2025-02-04,10.77,support,1.193,10.9,0.0136,10.9,2025-03-21,45,0.11,2025-02-10,0.16,0.06,51.1,20% target,6,9090.90909090909,1000,1454.5454545454545,454.5454545454545
ABEV3.SA,51,2025-02-27,12.255,support,0.528,12.32,0.0176,12.32,2025-03-21,22,0.07,2025-03-05,0.58,0.51,771.14,20% target,6,14285.714285714284,1000,8285.714285714284,7285.714285714284
ABEV3.SA,52,2025-03-05,12.65,support,1.017,12.78,0.0197,12.78,2025-04-18,44,0.13,2025-03-06,0.19,0.06,47.81,20% target,1,7692.307692307692,1000,1461.5384615384617,461.53846153846166
ABEV3.SA,53,2025-03-19,13.85,resistance,1.243,13.68,0.0204,13.68,2025-04-18,30,0.1,2025-03-21,0.14,0.04,35.98,20% target,2,10000,1000,1400.0000000000002,400.0000000000002
ABEV3.SA,54,2025-04-07,13.09,support,0.683,13.18,0.0151,13.18,2025-05-16,39,0.11,2025-04-08,0.17,0.06,48.14,20% target,1,9090.90909090909,1000,1545.4545454545455,545.4545454545455
ABEV3.SA,55,2025-04-17,14.14,resistance,1,14,0.0149,14,2025-05-16,29,0.09,2025-04-23,0.12,0.03,31.13,20% target,6,11111.111111111111,1000,1333.3333333333333,333.33333333333326
ABEV3.SA,56,2025-04-29,14.53,resistance,0.138,14.51,0.0142,14.51,2025-05-16,17,0.06,2025-04-30,0.11,0.05,88.55,20% target,1,16666.666666666668,1000,1833.3333333333335,833.3333333333335
ABEV3.SA,57,2025-05-02,14.14,resistance,0.142,14.12,0.0162,14.12,2025-06-20,49,0.15,2025-05-06,0.23,0.08,49.3,20% target,4,6666.666666666667,1000,1533.3333333333335,533.3333333333335
ABEV3.SA,58,2025-05-08,14.53,resistance,1.113,14.37,0.0126,14.37,2025-06-20,43,0.14,2025-05-22,0.18,0.04,32.11,20% target,14,7142.857142857142,1000,1285.7142857142856,285.71428571428555
ABEV3.SA,59,2025-05-09,14.14,support,0.98,14.28,0.0129,14.28,2025-06-20,42,0.13,2025-05-15,0.24,0.11,84.02,20% target,6,7692.307692307692,1000,1846.1538461538462,846.1538461538462
ABEV3.SA,60,2025-05-15,14.53,resistance,0.833,14.41,0.0106,14.41,2025-06-20,36,0.11,2025-05-21,0.16,0.04,37.02,20% target,6,9090.90909090909,1000,1454.5454545454545,454.5454545454545
ABEV3.SA,61,2025-05-19,14.14,support,1.257,14.32,0.0101,14.32,2025-06-20,32,0.1,2025-05-22,0.13,0.03,28.82,20% target,3,10000,1000,1300,300
ABEV3.SA,62,2025-06-25,12.99,support,1.217,13.15,0.0099,13.15,2025-07-18,23,0.07,2025-06-26,0.23,0.17,250.13,20% target,1,14285.714285714284,1000,3285.714285714286,2285.714285714286
ABEV3.SA,63,2025-07-16,13.78,resistance,0.731,13.68,0.0125,13.68,2025-08-15,30,0.09,2025-07-17,0.13,0.04,46.75,20% target,1,11111.111111111111,1000,1444.4444444444446,444.44444444444457
ABEV3.SA,64,2025-07-23,13.78,resistance,1.398,13.59,0.0121,13.59,2025-08-15,23,0.07,2025-07-28,0.48,0.41,580.55,20% target,5,14285.714285714284,1000,6857.142857142856,5857.142857142856
ABEV3.SA,65,2025-07-28,13,support,0.459,13.06,0.0133,13.06,2025-08-15,18,0.05,2025-07-29,0.18,0.12,226.88,20% target,1,20000,1000,3600,2600
ABEV3.SA,66,2025-10-03,11.75,support,1.011,11.87,0.0108,11.87,2025-11-21,49,0.13,2025-10-14,0.28,0.15,119.44,20% target,11,7692.307692307692,1000,2153.8461538461543,1153.8461538461543
ABEV3.SA,67,2025-11-03,12.945,resistance,0.271,12.91,0.0142,12.91,2025-12-19,46,0.13,2025-11-04,0.38,0.25,188.43,20% target,1,7692.307692307692,1000,2923.0769230769233,1923.0769230769233
ABEV3.SA,68,2025-11-11,13.78,resistance,1.398,13.59,0.0145,13.59,2025-12-19,38,0.11,2025-11-12,0.14,0.03,22.36,20% target,1,9090.90909090909,1000,1272.7272727272727,272.72727272727275
ABEV3.SA,69,2025-12-04,13.78,support,1.219,13.95,0.0114,13.95,2026-01-16,43,0.13,2025-12-05,0.21,0.08,61.8,20% target,1,7692.307692307692,1000,1615.3846153846152,615.3846153846152
ABEV3.SA,70,2025-12-22,12.945,support,1.334,13.12,0.0153,13.12,2026-01-16,25,0.08,2025-12-23,0.42,0.34,452.09,20% target,1,12500,1000,5250,4250
ABEV3.SA,71,2025-12-26,13.78,resistance,0.437,13.72,0.0172,13.72,2026-01-16,21,0.07,2025-12-29,0.2,0.13,189.57,20% target,3,14285.714285714284,1000,2857.142857142857,1857.1428571428569
ABEV3.SA,72,2026-01-14,14.35,resistance,1.056,14.2,0.0168,14.2,2026-02-20,37,0.12,2026-01-21,0.2,0.08,70.68,20% target,7,8333.333333333334,1000,1666.666666666667,666.666666666667
ABEV3.SA,73,2026-01-21,14.35,resistance,0.28,14.31,0.0162,14.31,2026-02-20,30,0.1,2026-01-22,0.37,0.27,276.57,20% target,1,10000,1000,3700,2700
ABEV3.SA,74,2026-02-24,16.77,resistance,1.146,16.58,0.015,16.58,2026-03-20,24,0.09,2026-02-25,0.12,0.03,28.62,20% target,1,11111.111111111111,1000,1333.3333333333333,333.33333333333326
ABEV3.SA,75,2026-03-20,14.35,support,0.829,14.47,0.0141,14.47,2026-04-17,28,0.09,2026-03-23,0.27,0.18,194.69,20% target,3,11111.111111111111,1000,3000.0000000000005,2000.0000000000005
ABEV3.SA,76,2026-04-24,14.34,support,1.103,14.5,0.014,14.5,2026-05-15,21,0.07,2026-04-27,0.1,0.03,38.68,20% target,3,14285.714285714284,1000,1428.5714285714284,428.57142857142844
ABEV3.SA,77,2026-05-05,16.77,resistance,0.721,16.65,0.0349,16.65,2026-06-19,45,0.21,2026-05-06,0.46,0.25,117.86,20% target,1,4761.904761904762,1000,2190.476190476191,1190.4761904761908
ABEV3.SA,78,2026-05-07,16.34,support,0.427,16.41,0.036,16.41,2026-06-19,43,0.21,2026-05-13,0.37,0.16,80.17,20% target,6,4761.904761904762,1000,1761.9047619047622,761.9047619047622
ABEV3.SA,79,2026-05-20,16.34,resistance,0.74,16.22,0.0356,16.22,2026-06-19,30,0.16,2026-05-21,0.29,0.13,82.18,20% target,1,6250,1000,1812.4999999999998,812.4999999999998
