symbol,trade_id,alert_date,level,level_type,dist_pct,alert_price,alert_vol,strike,expiry_date,days_to_expiry,straddle_cost,exit_date,exit_sv,exit_pnl,exit_pnl_pct,exit_reason,days_held,scale_factor,scaled_cost,scaled_exit,scaled_pnl
VALE3.SA,48,2024-11-26,56.84,support,1.027,57.43,0.0177,57.43,2024-12-20,24,0.33,2024-11-27,0.99,0.66,197,20% target,1,3030.30303030303,1000,2999.9999999999995,1999.9999999999995
VALE3.SA,49,2024-12-02,59.71,resistance,1.341,58.92,0.0183,58.92,2025-01-17,46,0.61,2024-12-04,1.03,0.41,67.77,20% target,2,1639.344262295082,1000,1688.5245901639346,688.5245901639346
VALE3.SA,50,2024-12-04,56.84,support,0.855,57.33,0.0184,57.33,2025-01-17,44,0.57,2024-12-05,1.01,0.44,76.5,20% target,1,1754.3859649122808,1000,1771.9298245614036,771.9298245614036
VALE3.SA,51,2024-12-09,59.645,support,0.309,59.83,0.021,59.83,2025-01-17,39,0.55,2024-12-12,2.65,2.1,381.13,20% target,3,1818.181818181818,1000,4818.181818181818,3818.181818181818
VALE3.SA,52,2024-12-12,56.84,resistance,0.229,56.71,0.0182,56.71,2025-01-17,36,0.47,2024-12-18,1.53,1.06,224.99,20% target,6,2127.6595744680853,1000,3255.3191489361707,2255.3191489361707
VALE3.SA,53,2024-12-13,55.705,support,0.277,55.86,0.0185,55.86,2025-01-17,35,0.45,2024-12-17,0.63,0.18,39.38,20% target,4,2222.222222222222,1000,1400,400
VALE3.SA,54,2024-12-26,55.705,resistance,1.263,55.01,0.0194,55.01,2025-01-17,22,0.31,2025-01-03,1.18,0.88,284.75,20% target,8,3225.8064516129034,1000,3806.451612903226,2806.451612903226
VALE3.SA,55,2025-01-30,55.705,resistance,1.227,55.03,0.0173,55.03,2025-02-21,22,0.29,2025-01-31,0.61,0.31,106.2,20% target,1,3448.2758620689656,1000,2103.448275862069,1103.4482758620688
VALE3.SA,56,2025-02-06,55.705,resistance,1.043,55.13,0.0166,55.13,2025-03-21,43,0.53,2025-02-10,0.74,0.21,39.79,20% target,4,1886.7924528301885,1000,1396.2264150943395,396.2264150943395
VALE3.SA,57,2025-02-25,56.385,support,1.2,57.07,0.0144,57.07,2025-03-21,24,0.31,2025-02-27,0.5,0.18,57.83,20% target,2,3225.8064516129034,1000,1612.9032258064517,612.9032258064517
VALE3.SA,58,2025-03-05,56.385,resistance,1.43,55.59,0.0122,55.59,2025-04-18,44,0.54,2025-03-06,1.13,0.6,111.33,20% target,1,1851.8518518518517,1000,2092.592592592592,1092.5925925925922
VALE3.SA,59,2025-03-14,56.84,resistance,0.977,56.29,0.0194,56.29,2025-04-18,35,0.46,2025-03-17,1.2,0.74,160.31,20% target,3,2173.913043478261,1000,2608.695652173913,1608.695652173913
VALE3.SA,60,2025-03-27,58.86,resistance,1.221,58.15,0.0174,58.15,2025-04-18,22,0.31,2025-03-31,1.22,0.91,291.52,20% target,4,3225.8064516129034,1000,3935.483870967742,2935.483870967742
VALE3.SA,61,2025-03-28,56.84,support,1.251,57.56,0.0175,57.56,2025-04-18,21,0.3,2025-03-31,0.63,0.34,112.84,20% target,3,3333.3333333333335,1000,2100,1100
VALE3.SA,62,2025-04-04,53.15,resistance,0.892,52.68,0.0205,52.68,2025-05-16,42,0.51,2025-04-08,3.04,2.53,491.65,20% target,4,1960.7843137254902,1000,5960.78431372549,4960.78431372549
VALE3.SA,63,2025-04-10,53.15,resistance,0.701,52.78,0.0243,52.78,2025-05-16,36,0.48,2025-04-11,1.28,0.81,168.69,20% target,1,2083.3333333333335,1000,2666.666666666667,1666.666666666667
VALE3.SA,64,2025-05-13,55.67,resistance,0.906,55.17,0.014,55.17,2025-06-20,38,0.46,2025-05-15,0.71,0.25,53.85,20% target,2,2173.913043478261,1000,1543.4782608695652,543.4782608695652
VALE3.SA,65,2025-05-28,52.68,support,1.367,53.41,0.0095,53.41,2025-06-20,23,0.27,2025-05-30,1.06,0.79,294.11,20% target,2,3703.7037037037035,1000,3925.925925925926,2925.925925925926
VALE3.SA,66,2025-06-17,50.87,support,1.05,51.41,0.0151,51.41,2025-07-18,31,0.36,2025-06-20,1.18,0.82,226.37,20% target,3,2777.777777777778,1000,3277.777777777778,2277.777777777778
VALE3.SA,67,2025-06-26,52.68,resistance,1.308,52,0.0177,52,2025-07-18,22,0.28,2025-06-27,1.11,0.83,294.98,20% target,1,3571.428571428571,1000,3964.285714285714,2964.285714285714
VALE3.SA,68,2025-07-02,55.68,resistance,0.687,55.3,0.0191,55.3,2025-08-15,44,0.55,2025-07-09,0.82,0.26,47.09,20% target,7,1818.181818181818,1000,1490.9090909090908,490.90909090909076
VALE3.SA,69,2025-07-07,54.05,support,0.625,54.39,0.0195,54.39,2025-08-15,39,0.49,2025-07-08,0.65,0.16,32.01,20% target,1,2040.8163265306123,1000,1326.530612244898,326.53061224489807
VALE3.SA,70,2025-07-10,55.68,resistance,0.724,55.28,0.0201,55.28,2025-08-15,36,0.47,2025-07-11,1.14,0.67,143.41,20% target,1,2127.6595744680853,1000,2425.531914893617,1425.5319148936169
VALE3.SA,71,2025-07-15,54.05,resistance,0.26,53.91,0.0198,53.91,2025-08-15,31,0.4,2025-07-16,0.84,0.44,109.97,20% target,1,2500,1000,2100,1100
VALE3.SA,72,2025-07-21,55.68,support,0.66,56.05,0.0159,56.05,2025-08-15,25,0.33,2025-07-22,1.74,1.42,433.75,20% target,1,3030.30303030303,1000,5272.727272727272,4272.727272727272
VALE3.SA,73,2025-07-29,54.05,support,1.405,54.82,0.0165,54.82,2025-08-15,17,0.23,2025-07-30,0.79,0.55,237.03,20% target,1,4347.826086956522,1000,3434.7826086956525,2434.7826086956525
VALE3.SA,74,2025-08-08,55.68,resistance,0.524,55.39,0.0145,55.39,2025-09-19,42,0.51,2025-08-12,0.98,0.47,90.57,20% target,4,1960.7843137254902,1000,1921.5686274509803,921.5686274509803
VALE3.SA,75,2025-08-13,54.05,support,0.074,54.09,0.015,54.09,2025-09-19,37,0.45,2025-08-20,0.74,0.29,64.8,20% target,7,2222.222222222222,1000,1644.4444444444443,644.4444444444443
VALE3.SA,76,2025-08-20,52.37,support,1.189,53,0.012,53,2025-09-19,30,0.35,2025-08-21,0.79,0.43,123.73,20% target,1,2857.1428571428573,1000,2257.1428571428573,1257.1428571428573
VALE3.SA,77,2025-08-21,54.05,resistance,1.123,53.45,0.012,53.45,2025-09-19,29,0.34,2025-08-22,1.67,1.32,386.29,20% target,1,2941.176470588235,1000,4911.764705882352,3911.7647058823522
VALE3.SA,78,2025-08-25,55.69,resistance,1.402,54.92,0.0129,54.92,2025-09-19,25,0.31,2025-08-26,0.78,0.47,152.33,20% target,1,3225.8064516129034,1000,2516.129032258065,1516.1290322580649
VALE3.SA,79,2025-09-15,58.21,resistance,1.235,57.5,0.0065,57.5,2025-10-17,32,0.4,2025-09-16,0.59,0.19,46.65,20% target,1,2500,1000,1475,475
VALE3.SA,80,2025-12-22,72.39,support,0.727,72.92,0.0176,72.92,2026-01-16,25,0.44,2025-12-26,0.54,0.11,24.71,20% target,4,2272.7272727272725,1000,1227.2727272727273,227.27272727272725
ITUB4.SA,1,2023-02-17,23.5481,support,0.744,23.72,0.0243,23.72,2023-03-17,28,0.18,2023-02-22,0.32,0.14,77.6,20% target,5,5555.555555555556,1000,1777.7777777777778,777.7777777777778
ITUB4.SA,2,2023-03-02,21.4122,resistance,0.331,21.34,0.0254,21.34,2023-04-21,50,0.26,2023-03-06,0.73,0.47,182.28,20% target,4,3846.153846153846,1000,2807.6923076923076,1807.6923076923076
ITUB4.SA,3,2023-03-10,21.4122,resistance,0.789,21.24,0.0183,21.24,2023-04-21,42,0.21,2023-03-17,0.48,0.27,131.29,20% target,7,4761.904761904762,1000,2285.714285714286,1285.7142857142858
ITUB4.SA,4,2023-03-16,21.4122,resistance,0.957,21.21,0.0159,21.21,2023-04-21,36,0.17,2023-03-17,0.45,0.28,161.61,20% target,1,5882.35294117647,1000,2647.0588235294117,1647.0588235294117
ITUB4.SA,5,2023-03-29,21.4122,resistance,1.252,21.15,0.0169,21.15,2023-04-21,23,0.11,2023-03-30,0.68,0.57,494.43,20% target,1,9090.90909090909,1000,6181.818181818182,5181.818181818182
ITUB4.SA,6,2023-05-08,23.3539,resistance,0.417,23.26,0.0165,23.26,2023-06-16,39,0.2,2023-05-09,0.33,0.13,64.61,20% target,1,5000,1000,1650,650
ITUB4.SA,7,2023-05-10,23.9629,resistance,0.929,23.74,0.0166,23.74,2023-06-16,37,0.2,2023-05-11,0.42,0.22,108.72,20% target,1,5000,1000,2100,1100
ITUB4.SA,8,2023-05-22,23.3539,resistance,0.379,23.27,0.0158,23.27,2023-06-16,25,0.13,2023-05-23,0.3,0.17,129.68,20% target,1,7692.307692307692,1000,2307.6923076923076,1307.6923076923076
ITUB4.SA,9,2023-05-25,23.9629,support,0.367,24.05,0.0167,24.05,2023-06-16,22,0.13,2023-05-29,0.2,0.07,52.97,20% target,4,7692.307692307692,1000,1538.4615384615386,538.4615384615386
ITUB4.SA,10,2023-05-30,23.3539,support,0.301,23.42,0.014,23.42,2023-06-16,17,0.1,2023-06-01,0.4,0.3,308.93,20% target,2,10000,1000,4000,3000
ITUB4.SA,11,2023-06-02,23.9629,resistance,0.221,23.91,0.0124,23.91,2023-07-21,49,0.26,2023-06-06,0.46,0.2,77.83,20% target,4,3846.153846153846,1000,1769.2307692307693,769.2307692307693
ITUB4.SA,12,2023-08-04,24.4484,support,0.646,24.61,0.0136,24.61,2023-09-15,42,0.22,2023-08-14,0.4,0.17,76,20% target,10,4545.454545454545,1000,1818.181818181818,818.181818181818
ITUB4.SA,13,2023-08-23,24.4484,resistance,0.326,24.37,0.0103,24.37,2023-09-15,23,0.12,2023-08-24,0.17,0.04,35.48,20% target,1,8333.333333333334,1000,1416.666666666667,416.66666666666697
ITUB4.SA,14,2023-09-11,24.4484,resistance,0.911,24.23,0.0148,24.23,2023-10-20,39,0.21,2023-09-12,0.34,0.13,63.68,20% target,1,4761.904761904762,1000,1619.0476190476193,619.0476190476193
ITUB4.SA,15,2023-09-26,23.2877,support,0.808,23.48,0.0126,23.48,2023-10-20,24,0.12,2023-09-28,0.68,0.56,450.8,20% target,2,8333.333333333334,1000,5666.666666666668,4666.666666666668
ITUB4.SA,16,2023-10-03,23.2877,support,0.808,23.48,0.0129,23.48,2023-11-17,45,0.23,2023-10-04,0.76,0.53,232.26,20% target,1,4347.826086956522,1000,3304.347826086957,2304.347826086957
ITUB4.SA,17,2023-10-05,24.4484,resistance,0.217,24.4,0.0137,24.4,2023-11-17,43,0.23,2023-10-06,0.45,0.22,98.04,20% target,1,4347.826086956522,1000,1956.521739130435,956.521739130435
ITUB4.SA,18,2023-10-18,23.3407,support,1.14,23.61,0.0142,23.61,2023-11-17,30,0.16,2023-10-19,0.42,0.26,166.16,20% target,1,6250,1000,2625,1625
ITUB4.SA,19,2023-10-26,24.4484,support,0.036,24.46,0.0135,24.46,2023-11-17,22,0.12,2023-10-27,0.25,0.13,109.42,20% target,1,8333.333333333334,1000,2083.3333333333335,1083.3333333333335
ITUB4.SA,20,2023-10-31,23.4157,support,1.081,23.67,0.0129,23.67,2023-11-17,17,0.09,2023-11-01,0.55,0.45,476.06,20% target,1,11111.111111111111,1000,6111.111111111111,5111.111111111111
ITUB4.SA,21,2023-11-03,24.4484,support,0.823,24.65,0.0133,24.65,2023-12-15,42,0.23,2023-11-06,0.44,0.21,92.54,20% target,3,4347.826086956522,1000,1913.0434782608697,913.0434782608697
ITUB4.SA,22,2023-11-06,25.1015,resistance,0.887,24.88,0.013,24.88,2023-12-15,39,0.21,2023-11-07,0.9,0.69,322.02,20% target,1,4761.904761904762,1000,4285.714285714286,3285.7142857142862
ITUB4.SA,23,2023-11-08,26.0018,resistance,1.202,25.69,0.014,25.69,2023-12-15,37,0.21,2023-11-09,0.32,0.11,49.89,20% target,1,4761.904761904762,1000,1523.809523809524,523.8095238095241
ITUB4.SA,24,2024-02-08,29.9823,resistance,0.325,29.89,0.0136,29.89,2024-03-15,36,0.23,2024-02-09,0.6,0.37,158.11,20% target,1,4347.826086956522,1000,2608.695652173913,1608.695652173913
ITUB4.SA,25,2024-02-22,29.9823,support,0.556,30.15,0.0165,30.15,2024-03-15,22,0.16,2024-02-23,0.23,0.07,44.23,20% target,1,6250,1000,1437.5,437.5
ITUB4.SA,26,2024-03-22,29.7749,resistance,0.044,29.76,0.01,29.76,2024-04-19,28,0.18,2024-03-26,0.75,0.56,306.06,20% target,4,5555.555555555556,1000,4166.666666666667,3166.666666666667
ITUB4.SA,27,2024-04-01,29.7749,resistance,0.882,29.51,0.0121,29.51,2024-05-17,46,0.3,2024-04-09,0.36,0.06,20.85,20% target,8,3333.3333333333335,1000,1200,200
ITUB4.SA,28,2024-04-09,29.7749,resistance,0.492,29.63,0.0124,29.63,2024-05-17,38,0.25,2024-04-10,0.39,0.14,57.3,20% target,1,4000,1000,1560,560
ITUB4.SA,29,2024-04-15,28.2171,resistance,0.188,28.16,0.0133,28.16,2024-05-17,32,0.2,2024-04-26,0.4,0.19,95.25,20% target,11,5000,1000,2000,1000
ITUB4.SA,30,2024-05-08,29.7749,resistance,1.367,29.37,0.0121,29.37,2024-06-21,44,0.29,2024-05-09,0.6,0.32,111.08,20% target,1,3448.2758620689656,1000,2068.965517241379,1068.965517241379
ITUB4.SA,31,2024-05-09,28.2171,support,0.96,28.49,0.013,28.49,2024-06-21,43,0.27,2024-05-10,0.59,0.32,118.27,20% target,1,3703.7037037037035,1000,2185.1851851851848,1185.1851851851848
ITUB4.SA,32,2024-05-14,29.7749,resistance,0.973,29.49,0.0128,29.49,2024-06-21,38,0.24,2024-05-22,0.66,0.41,168,20% target,8,4166.666666666667,1000,2750.0000000000005,1750.0000000000005
ITUB4.SA,33,2024-05-22,28.2171,support,1.479,28.64,0.013,28.64,2024-06-21,30,0.19,2024-05-24,0.35,0.16,84.42,20% target,2,5263.157894736842,1000,1842.1052631578943,842.1052631578943
ITUB4.SA,34,2024-07-09,29.6205,resistance,1.39,29.21,0.0079,29.21,2024-08-16,38,0.25,2024-07-10,0.55,0.3,122.61,20% target,1,4000,1000,2200,1200
ITUB4.SA,35,2024-07-25,29.6205,support,1.265,30,0.0058,30,2024-08-16,22,0.14,2024-07-26,0.36,0.21,148.36,20% target,1,7142.857142857142,1000,2571.428571428571,1571.428571428571
ITUB4.SA,36,2024-07-29,30.7237,resistance,0.928,30.44,0.0056,30.44,2024-08-16,18,0.12,2024-07-31,0.43,0.31,255.3,20% target,2,8333.333333333334,1000,3583.3333333333335,2583.3333333333335
ITUB4.SA,37,2024-07-31,29.6205,support,0.945,29.9,0.0064,29.9,2024-08-16,16,0.11,2024-08-02,0.5,0.39,363,20% target,2,9090.90909090909,1000,4545.454545454545,3545.454545454545
ITUB4.SA,38,2024-08-09,30.7237,resistance,0.723,30.5,0.0106,30.5,2024-09-20,42,0.28,2024-08-13,1.17,0.88,311.85,20% target,4,3571.428571428571,1000,4178.5714285714275,3178.5714285714275
ITUB4.SA,39,2024-08-13,31.7299,resistance,1.012,31.41,0.0121,31.41,2024-09-20,38,0.26,2024-08-14,1.03,0.77,291,20% target,1,3846.153846153846,1000,3961.538461538462,2961.538461538462
ITUB4.SA,40,2024-08-28,33.0891,resistance,0.321,32.98,0.0136,32.98,2024-09-20,23,0.18,2024-08-30,0.44,0.26,148.62,20% target,2,5555.555555555556,1000,2444.4444444444443,1444.4444444444443
ITUB4.SA,41,2024-10-03,30.556,support,0.631,30.75,0.0107,30.75,2024-11-15,43,0.29,2024-10-07,0.53,0.24,82.24,20% target,4,3448.2758620689656,1000,1827.5862068965519,827.5862068965519
ITUB4.SA,42,2024-10-31,30.5207,support,1.256,30.91,0.0084,30.91,2024-11-15,15,0.1,2024-11-01,0.15,0.05,46.94,20% target,1,10000,1000,1500,500
ITUB4.SA,43,2024-11-08,30.5207,support,1.425,30.96,0.0112,30.96,2024-12-20,42,0.29,2024-11-18,0.47,0.18,64.16,20% target,10,3448.2758620689656,1000,1620.6896551724137,620.6896551724137
ITUB4.SA,44,2024-11-28,28.5525,support,1.01,28.84,0.0149,28.84,2024-12-20,22,0.15,2024-12-02,0.21,0.06,42,20% target,4,6666.666666666667,1000,1400,400
ITUB4.SA,45,2024-12-12,28.5525,support,0.4,28.67,0.0155,28.67,2025-01-17,36,0.23,2024-12-16,0.48,0.25,110.44,20% target,4,4347.826086956522,1000,2086.9565217391305,1086.9565217391305
ITUB4.SA,46,2025-01-15,28.5525,resistance,0.403,28.44,0.019,28.44,2025-02-21,37,0.24,2025-01-17,0.33,0.09,37.31,20% target,2,4166.666666666667,1000,1375.0000000000002,375.0000000000002
ITUB4.SA,47,2025-01-30,30.4854,resistance,1.499,30.04,0.0174,30.04,2025-02-21,22,0.16,2025-02-03,0.2,0.04,28.32,20% target,4,6250,1000,1250,250
ITUB4.SA,48,2025-02-05,30.4854,resistance,1.261,30.11,0.0132,30.11,2025-03-21,44,0.29,2025-02-10,0.41,0.12,43.34,20% target,5,3448.2758620689656,1000,1413.7931034482758,413.7931034482758
ITUB4.SA,49,2025-03-14,30.4854,resistance,0.67,30.28,0.0171,30.28,2025-04-18,35,0.24,2025-03-17,1.12,0.88,360.3,20% target,3,4166.666666666667,1000,4666.666666666668,3666.666666666668
ITUB4.SA,50,2025-03-17,31.1562,support,0.113,31.19,0.0183,31.19,2025-04-18,32,0.23,2025-03-18,0.38,0.15,62.51,20% target,1,4347.826086956522,1000,1652.1739130434785,652.1739130434785
ITUB4.SA,51,2025-03-28,30.4854,support,0.915,30.77,0.0135,30.77,2025-04-18,21,0.15,2025-04-03,0.56,0.41,282.44,20% target,6,6666.666666666667,1000,3733.333333333334,2733.333333333334
ITUB4.SA,52,2025-04-03,31.1562,resistance,0.378,31.04,0.0124,31.04,2025-05-16,43,0.29,2025-04-04,0.52,0.23,79.42,20% target,1,3448.2758620689656,1000,1793.103448275862,793.1034482758621
ITUB4.SA,53,2025-04-04,30.4854,resistance,0.835,30.23,0.0141,30.23,2025-05-16,42,0.28,2025-04-09,0.87,0.59,207.06,20% target,5,3571.428571428571,1000,3107.142857142857,2107.142857142857
ITUB4.SA,54,2025-04-09,31.1562,resistance,0.978,30.85,0.0142,30.85,2025-05-16,37,0.26,2025-04-14,0.75,0.5,193.02,20% target,5,3846.153846153846,1000,2884.6153846153848,1884.6153846153848
ITUB4.SA,55,2025-04-10,30.4854,support,0.79,30.73,0.014,30.73,2025-05-16,36,0.24,2025-04-11,0.39,0.14,59.36,20% target,1,4166.666666666667,1000,1625.0000000000002,625.0000000000002
ITUB4.SA,56,2025-04-11,31.1562,resistance,0.883,30.88,0.0122,30.88,2025-05-16,35,0.24,2025-04-14,0.72,0.48,200.33,20% target,3,4166.666666666667,1000,3000,2000
ITUB4.SA,57,2025-04-15,32.169,resistance,1.204,31.79,0.0111,31.79,2025-05-16,31,0.21,2025-04-22,0.79,0.58,272.66,20% target,7,4761.904761904762,1000,3761.9047619047624,2761.9047619047624
ITUB4.SA,58,2025-06-27,34.699,support,1.461,35.21,0.0097,35.21,2025-07-18,21,0.17,2025-06-30,0.8,0.64,381.77,20% target,3,5882.35294117647,1000,4705.882352941177,3705.8823529411766
ITUB4.SA,59,2025-07-10,34.699,resistance,1.39,34.22,0.0144,34.22,2025-08-15,36,0.28,2025-07-17,0.68,0.4,144.14,20% target,7,3571.428571428571,1000,2428.5714285714284,1428.5714285714284
ITUB4.SA,60,2025-07-17,34.699,resistance,0.056,34.68,0.0139,34.68,2025-08-15,29,0.23,2025-07-18,0.42,0.19,86.07,20% target,1,4347.826086956522,1000,1826.0869565217392,826.0869565217392
ITUB4.SA,61,2025-08-04,34.699,resistance,1.246,34.27,0.0131,34.27,2025-09-19,46,0.35,2025-08-05,0.72,0.37,106.41,20% target,1,2857.1428571428573,1000,2057.1428571428573,1057.1428571428573
ITUB4.SA,62,2025-08-12,37.1893,resistance,0.723,36.92,0.0118,36.92,2025-09-19,38,0.31,2025-08-19,1.42,1.11,357.39,20% target,7,3225.8064516129034,1000,4580.645161290323,3580.645161290323
ITUB4.SA,63,2025-08-18,37.1893,resistance,1.443,36.66,0.0109,36.66,2025-09-19,32,0.26,2025-08-19,1.16,0.9,350.01,20% target,1,3846.153846153846,1000,4461.538461538461,3461.538461538461
ITUB4.SA,64,2025-08-28,37.1553,support,0.209,37.23,0.0147,37.23,2025-09-19,22,0.19,2025-08-29,0.31,0.12,61.11,20% target,1,5263.157894736842,1000,1631.5789473684208,631.5789473684208
ITUB4.SA,65,2025-09-19,37.932,resistance,0.179,37.86,0.0109,37.86,2025-10-17,28,0.24,2025-09-22,0.33,0.1,40.26,20% target,3,4166.666666666667,1000,1375.0000000000002,375.0000000000002
ITUB4.SA,66,2025-09-22,37.0194,support,0.806,37.32,0.0114,37.32,2025-10-17,25,0.21,2025-09-23,0.79,0.58,280.59,20% target,1,4761.904761904762,1000,3761.9047619047624,2761.9047619047624
ITUB4.SA,67,2025-09-23,37.932,resistance,0.051,37.91,0.0116,37.91,2025-10-17,24,0.2,2025-09-25,0.37,0.16,79.88,20% target,2,5000,1000,1850,850
ITUB4.SA,68,2025-09-25,37.0194,support,0.91,37.36,0.0106,37.36,2025-10-17,22,0.18,2025-09-26,0.36,0.17,95.87,20% target,1,5555.555555555556,1000,2000,1000
ITUB4.SA,69,2025-09-26,37.932,resistance,1.034,37.54,0.0106,37.54,2025-10-17,21,0.18,2025-09-29,0.37,0.19,104.55,20% target,3,5555.555555555556,1000,2055.5555555555557,1055.5555555555557
ITUB4.SA,70,2025-10-01,37.0194,support,0.574,37.23,0.0105,37.23,2025-11-21,51,0.42,2025-10-07,0.78,0.36,86.37,20% target,6,2380.952380952381,1000,1857.1428571428573,857.1428571428573
ITUB4.SA,71,2025-10-20,37.1553,resistance,0.288,37.05,0.0095,37.05,2025-11-21,32,0.26,2025-10-27,0.39,0.13,49.44,20% target,7,3846.153846153846,1000,1500,500
ITUB4.SA,72,2025-10-29,38.1408,support,0.14,38.19,0.0093,38.19,2025-11-21,23,0.2,2025-10-31,0.28,0.08,40.39,20% target,2,5000,1000,1400.0000000000002,400.0000000000002
ITUB4.SA,73,2025-11-19,38.1408,support,1.418,38.69,0.0099,38.69,2025-12-19,30,0.25,2025-11-21,0.35,0.1,38.98,20% target,2,4000,1000,1400,400
ITUB4.SA,74,2025-11-26,40.165,resistance,1.273,39.66,0.0109,39.66,2025-12-19,23,0.2,2025-11-28,0.95,0.75,368.92,20% target,2,5000,1000,4750,3750
ITUB4.SA,75,2025-12-10,38.3495,resistance,0.152,38.29,0.0197,38.29,2026-01-16,37,0.33,2025-12-12,0.61,0.27,82.05,20% target,2,3030.30303030303,1000,1848.4848484848483,848.4848484848483
ITUB4.SA,76,2026-01-05,40.165,resistance,1.12,39.72,0.0189,39.72,2026-02-20,46,0.41,2026-01-06,0.63,0.22,52.51,20% target,1,2439.0243902439024,1000,1536.5853658536585,536.5853658536585
ITUB4.SA,77,2026-01-21,42.1359,resistance,1.118,41.67,0.0127,41.67,2026-02-20,30,0.28,2026-01-22,1.67,1.4,503.49,20% target,1,3571.428571428571,1000,5964.285714285714,4964.285714285714
ITUB4.SA,78,2026-03-12,42.1359,support,1.298,42.69,0.0187,42.69,2026-04-17,36,0.36,2026-03-16,0.61,0.25,70.97,20% target,4,2777.777777777778,1000,1694.4444444444443,694.4444444444443
ITUB4.SA,79,2026-05-04,42.1359,support,0.623,42.4,0.0156,42.4,2026-06-19,46,0.43,2026-05-07,1.21,0.78,180.82,20% target,3,2325.5813953488373,1000,2813.953488372093,1813.953488372093
ITUB4.SA,80,2026-05-07,41.18,resistance,0.956,40.79,0.0165,40.79,2026-06-19,43,0.39,2026-05-08,0.84,0.45,115.41,20% target,1,2564.102564102564,1000,2153.846153846154,1153.8461538461538
ITUB4.SA,81,2026-05-19,38.734,support,0.119,38.78,0.0138,38.78,2026-06-19,31,0.27,2026-05-20,1.14,0.88,326.15,20% target,1,3703.7037037037035,1000,4222.222222222222,3222.2222222222217
BBDC4.SA,1,2023-03-02,12.6,support,1.486,12.79,0.0288,12.79,2023-04-21,50,0.16,2023-03-03,0.21,0.05,32.97,20% target,1,6250,1000,1312.5,312.5
BBDC4.SA,2,2023-03-23,12.665,resistance,0.756,12.57,0.0219,12.57,2023-04-21,29,0.09,2023-03-24,0.22,0.13,136.46,20% target,1,11111.111111111111,1000,2444.4444444444443,1444.4444444444443
BBDC4.SA,3,2023-05-04,14.2,resistance,0.924,14.07,0.017,14.07,2023-06-16,43,0.14,2023-05-05,0.83,0.69,510.92,20% target,1,7142.857142857142,1000,5928.5714285714275,4928.5714285714275
BBDC4.SA,4,2023-09-06,14.2,support,1.252,14.38,0.0139,14.38,2023-10-20,44,0.14,2023-09-11,0.39,0.25,181.91,20% target,5,7142.857142857142,1000,2785.714285714286,1785.7142857142858
BBDC4.SA,5,2023-09-21,14.2,support,0.421,14.26,0.0164,14.26,2023-10-20,29,0.1,2023-09-26,0.23,0.13,136.04,20% target,5,10000,1000,2300,1300
BBDC4.SA,6,2023-10-16,14.74,resistance,0.683,14.64,0.0155,14.64,2023-11-17,32,0.11,2023-10-18,0.18,0.08,73.71,20% target,2,9090.90909090909,1000,1636.3636363636363,636.3636363636363
BBDC4.SA,7,2023-10-31,13.84,support,1.072,13.99,0.0139,13.99,2023-11-17,17,0.06,2023-11-01,0.26,0.21,368.63,20% target,1,16666.666666666668,1000,4333.333333333334,3333.333333333334
BBDC4.SA,8,2023-11-03,14.74,support,0.203,14.77,0.0154,14.77,2023-12-15,42,0.14,2023-11-07,0.5,0.36,264.86,20% target,4,7142.857142857142,1000,3571.428571428571,2571.428571428571
BBDC4.SA,9,2023-11-13,14.74,resistance,0,14.74,0.0165,14.74,2023-12-15,32,0.11,2023-11-14,0.41,0.3,279.84,20% target,1,9090.90909090909,1000,3727.2727272727266,2727.2727272727266
BBDC4.SA,10,2023-11-22,15.81,resistance,0.509,15.73,0.0179,15.73,2023-12-15,23,0.09,2023-11-23,0.5,0.41,460.92,20% target,1,11111.111111111111,1000,5555.555555555556,4555.555555555556
BBDC4.SA,11,2023-12-08,16.65,resistance,1.154,16.46,0.0143,16.46,2024-01-19,42,0.15,2023-12-13,0.63,0.48,314.74,20% target,5,6666.666666666667,1000,4200,3200
BBDC4.SA,12,2023-12-14,17.33,resistance,0.464,17.25,0.0139,17.25,2024-01-19,36,0.14,2023-12-15,0.3,0.16,119.25,20% target,1,7142.857142857142,1000,2142.8571428571427,1142.8571428571427
BBDC4.SA,13,2024-01-11,15.72,support,1.38,15.94,0.017,15.94,2024-02-16,36,0.13,2024-01-18,0.17,0.04,29.55,20% target,7,7692.307692307692,1000,1307.6923076923078,307.69230769230785
BBDC4.SA,14,2024-01-26,15.72,resistance,1.289,15.52,0.011,15.52,2024-02-16,21,0.07,2024-01-30,0.19,0.12,164.72,20% target,4,14285.714285714284,1000,2714.285714285714,1714.2857142857142
BBDC4.SA,15,2024-02-05,15.72,resistance,0.576,15.63,0.01,15.63,2024-03-15,39,0.13,2024-02-06,1.1,0.97,725.73,20% target,1,7692.307692307692,1000,8461.538461538463,7461.538461538463
BBDC4.SA,16,2024-02-06,16.65,resistance,0.301,16.6,0.0162,16.6,2024-03-15,38,0.14,2024-02-07,2.51,2.36,1667.58,20% target,1,7142.857142857142,1000,17928.571428571424,16928.571428571424
BBDC4.SA,17,2024-02-07,13.895,support,0.466,13.96,0.0422,13.96,2024-03-15,37,0.18,2024-02-08,0.3,0.12,70.59,20% target,1,5555.555555555556,1000,1666.6666666666667,666.6666666666667
