symbols_used,total_alerts,total_trades,capital,total_pnl,total_return_pct,avg_hold_days,win_rate_pct,cdi_pnl,cdi_return_pct,excess_vs_cdi,outperf_x
5,390,385,385000,693659.12,180.17,2.8,100,109697.55,28.49,583961.57,6.32
